Age	L	M	S	P01	P1	P3	P5	P10	P15	P25	P50	P75	P85	P90	P95	P97	P99	P999
481	-0.1733	14.3658	0.08184	11.216	11.912	12.341	12.576	12.948	13.206	13.598	14.366	15.185	15.647	15.97	16.462	16.791	17.434	18.606
482	-0.1733	14.3673	0.08183	11.217	11.913	12.343	12.577	12.949	13.207	13.599	14.367	15.187	15.649	15.971	16.464	16.793	17.436	18.607
483	-0.1733	14.3689	0.08182	11.219	11.915	12.344	12.579	12.951	13.209	13.601	14.369	15.188	15.65	15.973	16.465	16.794	17.437	18.608
484	-0.1733	14.3705	0.08182	11.22	11.916	12.346	12.58	12.952	13.21	13.602	14.371	15.19	15.652	15.975	16.467	16.796	17.439	18.611
485	-0.1733	14.372	0.08181	11.222	11.918	12.347	12.582	12.954	13.212	13.604	14.372	15.191	15.654	15.976	16.468	16.798	17.441	18.612
486	-0.1733	14.3736	0.0818	11.223	11.919	12.349	12.584	12.955	13.213	13.606	14.374	15.193	15.655	15.978	16.47	16.799	17.442	18.613
487	-0.1733	14.3752	0.08179	11.225	11.921	12.35	12.585	12.957	13.215	13.607	14.375	15.195	15.657	15.979	16.471	16.801	17.444	18.615
488	-0.1733	14.3768	0.08179	11.226	11.922	12.352	12.587	12.958	13.216	13.609	14.377	15.196	15.659	15.981	16.473	16.803	17.446	18.617
489	-0.1733	14.3784	0.08178	11.228	11.924	12.353	12.588	12.96	13.218	13.61	14.378	15.198	15.66	15.983	16.475	16.804	17.447	18.618
490	-0.1733	14.38	0.08177	11.229	11.926	12.355	12.59	12.962	13.22	13.612	14.38	15.199	15.662	15.984	16.476	16.806	17.449	18.62
491	-0.1733	14.3816	0.08177	11.231	11.927	12.356	12.591	12.963	13.221	13.613	14.382	15.201	15.663	15.986	16.478	16.808	17.451	18.622
492	-0.1733	14.3832	0.08176	11.232	11.928	12.358	12.593	12.965	13.223	13.615	14.383	15.203	15.665	15.987	16.48	16.809	17.452	18.623
493	-0.1733	14.3848	0.08175	11.234	11.93	12.36	12.594	12.966	13.224	13.617	14.385	15.204	15.667	15.989	16.481	16.811	17.454	18.625
494	-0.1733	14.3864	0.08175	11.235	11.931	12.361	12.596	12.968	13.226	13.618	14.386	15.206	15.668	15.991	16.483	16.813	17.456	18.627
495	-0.1733	14.388	0.08174	11.237	11.933	12.363	12.597	12.969	13.227	13.62	14.388	15.208	15.67	15.992	16.485	16.814	17.457	18.628
496	-0.1733	14.3896	0.08173	11.238	11.935	12.364	12.599	12.971	13.229	13.621	14.39	15.209	15.671	15.994	16.486	16.816	17.459	18.63
497	-0.1733	14.3913	0.08173	11.239	11.936	12.366	12.6	12.972	13.231	13.623	14.391	15.211	15.673	15.996	16.488	16.818	17.461	18.632
498	-0.1733	14.3929	0.08172	11.241	11.938	12.367	12.602	12.974	13.232	13.625	14.393	15.213	15.675	15.997	16.49	16.819	17.462	18.634
499	-0.1733	14.3945	0.08171	11.243	11.939	12.369	12.604	12.976	13.234	13.626	14.395	15.214	15.676	15.999	16.491	16.821	17.464	18.635
500	-0.1733	14.3962	0.08171	11.244	11.941	12.37	12.605	12.977	13.235	13.628	14.396	15.216	15.678	16.001	16.493	16.823	17.466	18.637
501	-0.1733	14.3978	0.0817	11.246	11.942	12.372	12.607	12.979	13.237	13.629	14.398	15.217	15.68	16.002	16.495	16.824	17.467	18.639
502	-0.1733	14.3995	0.08169	11.247	11.944	12.374	12.608	12.98	13.239	13.631	14.4	15.219	15.682	16.004	16.497	16.826	17.469	18.64
503	-0.1733	14.4011	0.08169	11.248	11.945	12.375	12.61	12.982	13.24	13.633	14.401	15.221	15.683	16.006	16.498	16.828	17.471	18.642
504	-0.1733	14.4028	0.08168	11.25	11.947	12.377	12.612	12.984	13.242	13.634	14.403	15.223	15.685	16.008	16.5	16.829	17.473	18.644
505	-0.1733	14.4044	0.08167	11.252	11.948	12.378	12.613	12.985	13.243	13.636	14.404	15.224	15.687	16.009	16.502	16.831	17.474	18.645
506	-0.1733	14.4061	0.08167	11.253	11.95	12.38	12.615	12.987	13.245	13.638	14.406	15.226	15.688	16.011	16.504	16.833	17.476	18.648
507	-0.1733	14.4078	0.08166	11.255	11.952	12.381	12.616	12.988	13.247	13.639	14.408	15.228	15.69	16.013	16.505	16.835	17.478	18.649
508	-0.1733	14.4094	0.08165	11.256	11.953	12.383	12.618	12.99	13.248	13.641	14.409	15.229	15.692	16.014	16.507	16.836	17.479	18.651
509	-0.1733	14.4111	0.08165	11.258	11.955	12.384	12.619	12.992	13.25	13.642	14.411	15.231	15.694	16.016	16.509	16.838	17.481	18.653
510	-0.1733	14.4128	0.08164	11.259	11.956	12.386	12.621	12.993	13.252	13.644	14.413	15.233	15.695	16.018	16.51	16.84	17.483	18.654
511	-0.1733	14.4145	0.08164	11.261	11.958	12.388	12.623	12.995	13.253	13.646	14.415	15.235	15.697	16.02	16.512	16.842	17.485	18.657
512	-0.1733	14.4162	0.08163	11.262	11.959	12.389	12.624	12.996	13.255	13.647	14.416	15.236	15.699	16.021	16.514	16.843	17.487	18.658
513	-0.1733	14.4179	0.08162	11.264	11.961	12.391	12.626	12.998	13.257	13.649	14.418	15.238	15.7	16.023	16.516	16.845	17.488	18.66
514	-0.1733	14.4196	0.08162	11.265	11.962	12.392	12.627	13	13.258	13.651	14.42	15.24	15.702	16.025	16.518	16.847	17.491	18.662
515	-0.1733	14.4213	0.08161	11.267	11.964	12.394	12.629	13.001	13.26	13.652	14.421	15.241	15.704	16.027	16.519	16.849	17.492	18.664
516	-0.1733	14.423	0.08161	11.268	11.965	12.396	12.631	13.003	13.261	13.654	14.423	15.243	15.706	16.029	16.521	16.851	17.494	18.666
517	-0.1733	14.4247	0.0816	11.27	11.967	12.397	12.632	13.005	13.263	13.656	14.425	15.245	15.708	16.03	16.523	16.852	17.496	18.667
518	-0.1733	14.4264	0.08159	11.272	11.969	12.399	12.634	13.006	13.265	13.658	14.426	15.247	15.709	16.032	16.525	16.854	17.498	18.669
519	-0.1733	14.4281	0.08159	11.273	11.97	12.4	12.636	13.008	13.266	13.659	14.428	15.248	15.711	16.034	16.527	16.856	17.5	18.671
520	-0.1733	14.4298	0.08158	11.275	11.972	12.402	12.637	13.01	13.268	13.661	14.43	15.25	15.713	16.035	16.528	16.858	17.501	18.673
521	-0.1733	14.4316	0.08158	11.276	11.973	12.404	12.639	13.011	13.27	13.663	14.432	15.252	15.715	16.037	16.53	16.86	17.503	18.675
522	-0.1733	14.4333	0.08157	11.278	11.975	12.405	12.64	13.013	13.271	13.664	14.433	15.254	15.716	16.039	16.532	16.861	17.505	18.677
523	-0.1733	14.435	0.08156	11.279	11.977	12.407	12.642	13.015	13.273	13.666	14.435	15.255	15.718	16.041	16.534	16.863	17.507	18.678
524	-0.1733	14.4368	0.08156	11.281	11.978	12.409	12.644	13.016	13.275	13.668	14.437	15.257	15.72	16.043	16.536	16.865	17.509	18.681
525	-0.1733	14.4385	0.08155	11.282	11.98	12.41	12.645	13.018	13.276	13.669	14.439	15.259	15.722	16.045	16.537	16.867	17.51	18.682
526	-0.1733	14.4403	0.08155	11.284	11.981	12.412	12.647	13.019	13.278	13.671	14.44	15.261	15.724	16.047	16.539	16.869	17.513	18.685
527	-0.1733	14.442	0.08154	11.285	11.983	12.413	12.649	13.021	13.28	13.673	14.442	15.263	15.725	16.048	16.541	16.871	17.514	18.686
528	-0.1733	14.4438	0.08154	11.287	11.985	12.415	12.65	13.023	13.281	13.674	14.444	15.264	15.727	16.05	16.543	16.873	17.517	18.689
529	-0.1733	14.4455	0.08153	11.288	11.986	12.417	12.652	13.025	13.283	13.676	14.446	15.266	15.729	16.052	16.545	16.874	17.518	18.69
530	-0.1733	14.4473	0.08153	11.29	11.988	12.418	12.654	13.026	13.285	13.678	14.447	15.268	15.731	16.054	16.547	16.877	17.52	18.692
531	-0.1733	14.4491	0.08152	11.292	11.99	12.42	12.655	13.028	13.287	13.68	14.449	15.27	15.733	16.056	16.549	16.878	17.522	18.694
532	-0.1733	14.4508	0.08151	11.293	11.991	12.422	12.657	13.03	13.288	13.681	14.451	15.272	15.734	16.057	16.55	16.88	17.524	18.696
533	-0.1733	14.4526	0.08151	11.295	11.993	12.423	12.659	13.031	13.29	13.683	14.453	15.273	15.736	16.059	16.552	16.882	17.526	18.698
534	-0.1733	14.4544	0.0815	11.296	11.995	12.425	12.66	13.033	13.292	13.685	14.454	15.275	15.738	16.061	16.554	16.884	17.528	18.7
535	-0.1733	14.4562	0.0815	11.298	11.996	12.427	12.662	13.035	13.293	13.687	14.456	15.277	15.74	16.063	16.556	16.886	17.53	18.702
536	-0.1733	14.458	0.08149	11.3	11.998	12.428	12.664	13.036	13.295	13.688	14.458	15.279	15.742	16.065	16.558	16.888	17.532	18.704
537	-0.1733	14.4597	0.08149	11.301	11.999	12.43	12.665	13.038	13.297	13.69	14.46	15.281	15.744	16.067	16.56	16.89	17.534	18.706
538	-0.1733	14.4615	0.08148	11.303	12.001	12.432	12.667	13.04	13.299	13.692	14.462	15.283	15.746	16.069	16.562	16.891	17.535	18.708
539	-0.1733	14.4633	0.08148	11.304	12.002	12.433	12.669	13.041	13.3	13.693	14.463	15.284	15.748	16.071	16.564	16.894	17.538	18.71
540	-0.1733	14.4651	0.08147	11.306	12.004	12.435	12.67	13.043	13.302	13.695	14.465	15.286	15.749	16.072	16.566	16.895	17.539	18.712
541	-0.1733	14.4669	0.08147	11.307	12.006	12.436	12.672	13.045	13.304	13.697	14.467	15.288	15.751	16.074	16.568	16.897	17.542	18.714
542	-0.1733	14.4688	0.08146	11.309	12.008	12.438	12.674	13.047	13.306	13.699	14.469	15.29	15.753	16.076	16.57	16.899	17.543	18.716
543	-0.1733	14.4706	0.08146	11.31	12.009	12.44	12.675	13.048	13.307	13.701	14.471	15.292	15.755	16.078	16.572	16.901	17.546	18.718
544	-0.1733	14.4724	0.08145	11.312	12.011	12.442	12.677	13.05	13.309	13.702	14.472	15.294	15.757	16.08	16.573	16.903	17.547	18.72
545	-0.1733	14.4742	0.08145	11.314	12.012	12.443	12.679	13.052	13.311	13.704	14.474	15.296	15.759	16.082	16.575	16.905	17.55	18.722
546	-0.1733	14.476	0.08144	11.315	12.014	12.445	12.681	13.053	13.312	13.706	14.476	15.297	15.761	16.084	16.577	16.907	17.551	18.724
547	-0.1733	14.4779	0.08144	11.317	12.016	12.447	12.682	13.055	13.314	13.708	14.478	15.299	15.763	16.086	16.579	16.909	17.554	18.727
548	-0.1733	14.4797	0.08143	11.319	12.017	12.448	12.684	13.057	13.316	13.709	14.48	15.301	15.765	16.088	16.581	16.911	17.555	18.728
549	-0.1733	14.4815	0.08143	11.32	12.019	12.45	12.686	13.059	13.318	13.711	14.482	15.303	15.767	16.09	16.583	16.913	17.558	18.731
550	-0.1733	14.4834	0.08142	11.322	12.021	12.452	12.687	13.06	13.319	13.713	14.483	15.305	15.768	16.092	16.585	16.915	17.559	18.733
551	-0.1733	14.4852	0.08142	11.323	12.022	12.453	12.689	13.062	13.321	13.715	14.485	15.307	15.77	16.094	16.587	16.917	17.562	18.735
552	-0.1733	14.4871	0.08142	11.325	12.024	12.455	12.691	13.064	13.323	13.717	14.487	15.309	15.773	16.096	16.589	16.919	17.564	18.737
553	-0.1733	14.4889	0.08141	11.326	12.026	12.457	12.692	13.066	13.325	13.718	14.489	15.311	15.774	16.098	16.591	16.921	17.566	18.739
554	-0.1733	14.4908	0.08141	11.328	12.027	12.458	12.694	13.067	13.326	13.72	14.491	15.313	15.776	16.1	16.593	16.923	17.568	18.741
555	-0.1733	14.4926	0.0814	11.33	12.029	12.46	12.696	13.069	13.328	13.722	14.493	15.315	15.778	16.101	16.595	16.925	17.57	18.743
556	-0.1733	14.4945	0.0814	11.331	12.031	12.462	12.698	13.071	13.33	13.724	14.495	15.317	15.78	16.104	16.597	16.927	17.572	18.746
557	-0.1733	14.4964	0.08139	11.333	12.032	12.464	12.699	13.073	13.332	13.726	14.496	15.318	15.782	16.105	16.599	16.929	17.574	18.748
558	-0.1733	14.4983	0.08139	11.334	12.034	12.465	12.701	13.074	13.334	13.727	14.498	15.32	15.784	16.108	16.601	16.932	17.576	18.75
559	-0.1733	14.5001	0.08138	11.336	12.036	12.467	12.703	13.076	13.335	13.729	14.5	15.322	15.786	16.109	16.603	16.933	17.578	18.752
560	-0.1733	14.502	0.08138	11.338	12.037	12.469	12.705	13.078	13.337	13.731	14.502	15.324	15.788	16.111	16.605	16.936	17.58	18.754
561	-0.1733	14.5039	0.08138	11.339	12.039	12.47	12.706	13.08	13.339	13.733	14.504	15.326	15.79	16.114	16.607	16.938	17.583	18.757
562	-0.1733	14.5058	0.08137	11.341	12.041	12.472	12.708	13.082	13.341	13.735	14.506	15.328	15.792	16.116	16.609	16.94	17.585	18.758
563	-0.1733	14.5077	0.08137	11.342	12.042	12.474	12.71	13.083	13.343	13.736	14.508	15.33	15.794	16.118	16.612	16.942	17.587	18.761
564	-0.1733	14.5096	0.08136	11.344	12.044	12.476	12.712	13.085	13.344	13.738	14.51	15.332	15.796	16.12	16.613	16.944	17.589	18.763
565	-0.1733	14.5115	0.08136	11.346	12.046	12.477	12.713	13.087	13.346	13.74	14.512	15.334	15.798	16.122	16.616	16.946	17.591	18.765
566	-0.1733	14.5134	0.08136	11.347	12.047	12.479	12.715	13.089	13.348	13.742	14.513	15.336	15.8	16.124	16.618	16.948	17.593	18.768
567	-0.1733	14.5153	0.08135	11.349	12.049	12.481	12.717	13.09	13.35	13.744	14.515	15.338	15.802	16.126	16.62	16.95	17.595	18.77
568	-0.1733	14.5172	0.08135	11.351	12.051	12.482	12.718	13.092	13.352	13.746	14.517	15.34	15.804	16.128	16.622	16.952	17.597	18.772
569	-0.1733	14.5192	0.08134	11.352	12.053	12.484	12.72	13.094	13.353	13.748	14.519	15.342	15.806	16.13	16.624	16.954	17.599	18.774
570	-0.1733	14.5211	0.08134	11.354	12.054	12.486	12.722	13.096	13.355	13.749	14.521	15.344	15.808	16.132	16.626	16.956	17.602	18.776
571	-0.1733	14.523	0.08134	11.355	12.056	12.488	12.724	13.098	13.357	13.751	14.523	15.346	15.81	16.134	16.628	16.959	17.604	18.779
572	-0.1733	14.5249	0.08133	11.357	12.058	12.49	12.726	13.099	13.359	13.753	14.525	15.348	15.812	16.136	16.63	16.961	17.606	18.781
573	-0.1733	14.5269	0.08133	11.359	12.059	12.491	12.727	13.101	13.361	13.755	14.527	15.35	15.814	16.138	16.632	16.963	17.608	18.783
574	-0.1733	14.5288	0.08133	11.36	12.061	12.493	12.729	13.103	13.362	13.757	14.529	15.352	15.816	16.14	16.635	16.965	17.611	18.786
575	-0.1733	14.5308	0.08132	11.362	12.063	12.495	12.731	13.105	13.364	13.759	14.531	15.354	15.818	16.142	16.637	16.967	17.613	18.788
576	-0.1733	14.5327	0.08132	11.364	12.064	12.496	12.733	13.107	13.366	13.761	14.533	15.356	15.82	16.144	16.639	16.969	17.615	18.79
577	-0.1733	14.5347	0.08132	11.365	12.066	12.498	12.734	13.108	13.368	13.763	14.535	15.358	15.823	16.147	16.641	16.972	17.617	18.793
578	-0.1733	14.5366	0.08131	11.367	12.068	12.5	12.736	13.11	13.37	13.764	14.537	15.36	15.825	16.148	16.643	16.974	17.619	18.795
579	-0.1733	14.5386	0.08131	11.369	12.07	12.502	12.738	13.112	13.372	13.766	14.539	15.362	15.827	16.151	16.645	16.976	17.622	18.797
580	-0.1733	14.5406	0.08131	11.37	12.071	12.504	12.74	13.114	13.374	13.768	14.541	15.364	15.829	16.153	16.648	16.978	17.624	18.8
581	-0.1733	14.5425	0.0813	11.372	12.073	12.505	12.742	13.116	13.375	13.77	14.543	15.366	15.831	16.155	16.649	16.98	17.626	18.802
582	-0.1733	14.5445	0.0813	11.374	12.075	12.507	12.743	13.118	13.377	13.772	14.545	15.368	15.833	16.157	16.652	16.983	17.628	18.804
583	-0.1733	14.5465	0.0813	11.375	12.076	12.509	12.745	13.119	13.379	13.774	14.547	15.37	15.835	16.159	16.654	16.985	17.631	18.807
584	-0.1733	14.5484	0.08129	11.377	12.078	12.511	12.747	13.121	13.381	13.776	14.548	15.372	15.837	16.161	16.656	16.987	17.633	18.809
585	-0.1733	14.5504	0.08129	11.379	12.08	12.512	12.749	13.123	13.383	13.778	14.55	15.374	15.839	16.163	16.658	16.989	17.635	18.811
586	-0.1733	14.5524	0.08129	11.38	12.082	12.514	12.751	13.125	13.385	13.78	14.552	15.377	15.841	16.166	16.66	16.991	17.638	18.814
587	-0.1733	14.5544	0.08128	11.382	12.083	12.516	12.752	13.127	13.387	13.782	14.554	15.379	15.843	16.168	16.662	16.993	17.64	18.816
588	-0.1733	14.5564	0.08128	11.384	12.085	12.518	12.754	13.129	13.389	13.783	14.556	15.381	15.846	16.17	16.665	16.996	17.642	18.818
589	-0.1733	14.5584	0.08128	11.385	12.087	12.519	12.756	13.13	13.39	13.785	14.558	15.383	15.848	16.172	16.667	16.998	17.644	18.821
590	-0.1733	14.5604	0.08127	11.387	12.089	12.521	12.758	13.132	13.392	13.787	14.56	15.385	15.85	16.174	16.669	17	17.646	18.823
591	-0.1733	14.5624	0.08127	11.389	12.09	12.523	12.76	13.134	13.394	13.789	14.562	15.387	15.852	16.176	16.671	17.002	17.649	18.826
592	-0.1733	14.5644	0.08127	11.39	12.092	12.525	12.761	13.136	13.396	13.791	14.564	15.389	15.854	16.179	16.674	17.005	17.651	18.828
593	-0.1733	14.5664	0.08127	11.392	12.094	12.527	12.763	13.138	13.398	13.793	14.566	15.391	15.856	16.181	16.676	17.007	17.654	18.831
594	-0.1733	14.5685	0.08126	11.394	12.096	12.529	12.765	13.14	13.4	13.795	14.569	15.393	15.858	16.183	16.678	17.009	17.656	18.833
595	-0.1733	14.5705	0.08126	11.395	12.097	12.53	12.767	13.142	13.402	13.797	14.571	15.395	15.861	16.185	16.68	17.012	17.658	18.835
596	-0.1733	14.5725	0.08126	11.397	12.099	12.532	12.769	13.143	13.404	13.799	14.573	15.398	15.863	16.187	16.683	17.014	17.661	18.838
597	-0.1733	14.5745	0.08125	11.399	12.101	12.534	12.771	13.145	13.406	13.801	14.575	15.4	15.865	16.189	16.685	17.016	17.663	18.84
598	-0.1733	14.5766	0.08125	11.4	12.103	12.536	12.773	13.147	13.408	13.803	14.577	15.402	15.867	16.192	16.687	17.018	17.665	18.843
599	-0.1733	14.5786	0.08125	11.402	12.104	12.538	12.774	13.149	13.409	13.805	14.579	15.404	15.869	16.194	16.689	17.021	17.668	18.845
600	-0.1733	14.5806	0.08125	11.403	12.106	12.539	12.776	13.151	13.411	13.807	14.581	15.406	15.871	16.196	16.692	17.023	17.67	18.848
601	-0.1733	14.5827	0.08124	11.405	12.108	12.541	12.778	13.153	13.413	13.809	14.583	15.408	15.874	16.198	16.694	17.025	17.672	18.85
602	-0.1733	14.5847	0.08124	11.407	12.11	12.543	12.78	13.155	13.415	13.811	14.585	15.41	15.876	16.2	16.696	17.027	17.675	18.853
603	-0.1733	14.5868	0.08124	11.409	12.111	12.545	12.782	13.157	13.417	13.813	14.587	15.412	15.878	16.203	16.698	17.03	17.677	18.855
604	-0.1733	14.5889	0.08124	11.41	12.113	12.547	12.784	13.159	13.419	13.815	14.589	15.415	15.88	16.205	16.701	17.032	17.68	18.858
605	-0.1733	14.5909	0.08124	11.412	12.115	12.548	12.785	13.16	13.421	13.816	14.591	15.417	15.883	16.207	16.703	17.035	17.682	18.861
606	-0.1733	14.593	0.08123	11.414	12.117	12.55	12.787	13.162	13.423	13.819	14.593	15.419	15.885	16.209	16.705	17.037	17.684	18.863
607	-0.1733	14.5951	0.08123	11.416	12.119	12.552	12.789	13.164	13.425	13.821	14.595	15.421	15.887	16.212	16.708	17.039	17.687	18.865
608	-0.1733	14.5971	0.08123	11.417	12.12	12.554	12.791	13.166	13.427	13.822	14.597	15.423	15.889	16.214	16.71	17.042	17.689	18.868
609	-0.1733	14.5992	0.08123	11.419	12.122	12.556	12.793	13.168	13.429	13.824	14.599	15.425	15.891	16.216	16.712	17.044	17.692	18.871
610	-0.1733	14.6013	0.08122	11.421	12.124	12.558	12.795	13.17	13.431	13.826	14.601	15.428	15.893	16.218	16.714	17.046	17.694	18.873
611	-0.1733	14.6034	0.08122	11.422	12.126	12.56	12.797	13.172	13.433	13.828	14.603	15.43	15.896	16.221	16.717	17.049	17.696	18.876
612	-0.1733	14.6055	0.08122	11.424	12.128	12.561	12.798	13.174	13.435	13.83	14.606	15.432	15.898	16.223	16.719	17.051	17.699	18.878
613	-0.1733	14.6076	0.08122	11.426	12.129	12.563	12.8	13.176	13.436	13.832	14.608	15.434	15.9	16.225	16.722	17.054	17.702	18.881
614	-0.1733	14.6097	0.08122	11.427	12.131	12.565	12.802	13.178	13.438	13.834	14.61	15.436	15.903	16.228	16.724	17.056	17.704	18.884
615	-0.1733	14.6118	0.08121	11.429	12.133	12.567	12.804	13.18	13.44	13.837	14.612	15.439	15.905	16.23	16.726	17.058	17.706	18.886
616	-0.1733	14.6139	0.08121	11.431	12.135	12.569	12.806	13.182	13.442	13.839	14.614	15.441	15.907	16.232	16.729	17.061	17.709	18.888
617	-0.1733	14.616	0.08121	11.433	12.137	12.571	12.808	13.184	13.444	13.841	14.616	15.443	15.909	16.235	16.731	17.063	17.711	18.891
618	-0.1733	14.6181	0.08121	11.434	12.138	12.572	12.81	13.185	13.446	13.842	14.618	15.445	15.912	16.237	16.733	17.065	17.714	18.894
619	-0.1733	14.6202	0.08121	11.436	12.14	12.574	12.812	13.187	13.448	13.844	14.62	15.447	15.914	16.239	16.736	17.068	17.716	18.897
620	-0.1733	14.6223	0.08121	11.437	12.142	12.576	12.813	13.189	13.45	13.846	14.622	15.45	15.916	16.242	16.738	17.07	17.719	18.899
621	-0.1733	14.6245	0.0812	11.44	12.144	12.578	12.816	13.191	13.452	13.849	14.625	15.452	15.918	16.244	16.74	17.073	17.721	18.902
622	-0.1733	14.6266	0.0812	11.441	12.146	12.58	12.817	13.193	13.454	13.851	14.627	15.454	15.921	16.246	16.743	17.075	17.724	18.904
623	-0.1733	14.6287	0.0812	11.443	12.147	12.582	12.819	13.195	13.456	13.853	14.629	15.456	15.923	16.248	16.745	17.078	17.726	18.907
624	-0.1733	14.6309	0.0812	11.445	12.149	12.584	12.821	13.197	13.458	13.855	14.631	15.459	15.925	16.251	16.748	17.08	17.729	18.91
625	-0.1733	14.633	0.0812	11.446	12.151	12.585	12.823	13.199	13.46	13.857	14.633	15.461	15.928	16.253	16.75	17.083	17.731	18.913
626	-0.1733	14.6352	0.0812	11.448	12.153	12.587	12.825	13.201	13.462	13.859	14.635	15.463	15.93	16.256	16.753	17.085	17.734	18.915
627	-0.1733	14.6373	0.0812	11.45	12.155	12.589	12.827	13.203	13.464	13.861	14.637	15.465	15.932	16.258	16.755	17.088	17.737	18.918
628	-0.1733	14.6395	0.08119	11.452	12.157	12.591	12.829	13.205	13.466	13.863	14.64	15.468	15.935	16.26	16.757	17.09	17.739	18.92
629	-0.1733	14.6416	0.08119	11.453	12.158	12.593	12.831	13.207	13.468	13.865	14.642	15.47	15.937	16.263	16.76	17.092	17.741	18.923
630	-0.1733	14.6438	0.08119	11.455	12.16	12.595	12.833	13.209	13.47	13.867	14.644	15.472	15.939	16.265	16.762	17.095	17.744	18.926
631	-0.1733	14.646	0.08119	11.457	12.162	12.597	12.835	13.211	13.472	13.869	14.646	15.474	15.942	16.267	16.765	17.097	17.747	18.929
632	-0.1733	14.6481	0.08119	11.458	12.164	12.599	12.836	13.213	13.474	13.871	14.648	15.477	15.944	16.27	16.767	17.1	17.749	18.931
633	-0.1733	14.6503	0.08119	11.46	12.166	12.601	12.838	13.215	13.476	13.873	14.65	15.479	15.946	16.272	16.77	17.102	17.752	18.934
634	-0.1733	14.6525	0.08119	11.462	12.167	12.602	12.84	13.217	13.478	13.875	14.653	15.481	15.949	16.275	16.772	17.105	17.755	18.937
635	-0.1733	14.6547	0.08119	11.463	12.169	12.604	12.842	13.219	13.48	13.877	14.655	15.484	15.951	16.277	16.775	17.108	17.757	18.94
636	-0.1733	14.6569	0.08119	11.465	12.171	12.606	12.844	13.221	13.482	13.879	14.657	15.486	15.954	16.28	16.777	17.11	17.76	18.943
637	-0.1733	14.6591	0.08119	11.467	12.173	12.608	12.846	13.223	13.484	13.882	14.659	15.488	15.956	16.282	16.78	17.113	17.763	18.946
638	-0.1733	14.6613	0.08118	11.469	12.175	12.61	12.848	13.225	13.486	13.884	14.661	15.491	15.958	16.284	16.782	17.115	17.765	18.948
639	-0.1733	14.6635	0.08118	11.471	12.177	12.612	12.85	13.227	13.488	13.886	14.664	15.493	15.961	16.287	16.785	17.117	17.768	18.951
640	-0.1733	14.6657	0.08118	11.472	12.179	12.614	12.852	13.229	13.49	13.888	14.666	15.495	15.963	16.289	16.787	17.12	17.77	18.954
641	-0.1733	14.6679	0.08118	11.474	12.18	12.616	12.854	13.231	13.492	13.89	14.668	15.497	15.965	16.292	16.79	17.123	17.773	18.956
642	-0.1733	14.6701	0.08118	11.476	12.182	12.618	12.856	13.233	13.494	13.892	14.67	15.5	15.968	16.294	16.792	17.125	17.776	18.959
643	-0.1733	14.6723	0.08118	11.478	12.184	12.62	12.858	13.235	13.497	13.894	14.672	15.502	15.97	16.296	16.795	17.128	17.778	18.962
644	-0.1733	14.6746	0.08118	11.479	12.186	12.622	12.86	13.237	13.499	13.896	14.675	15.505	15.973	16.299	16.797	17.13	17.781	18.965
645	-0.1733	14.6768	0.08118	11.481	12.188	12.624	12.862	13.239	13.501	13.898	14.677	15.507	15.975	16.301	16.8	17.133	17.784	18.968
646	-0.1733	14.679	0.08118	11.483	12.19	12.626	12.864	13.241	13.503	13.9	14.679	15.509	15.977	16.304	16.802	17.136	17.786	18.971
647	-0.1733	14.6813	0.08118	11.485	12.192	12.627	12.866	13.243	13.505	13.903	14.681	15.512	15.98	16.306	16.805	17.138	17.789	18.974
648	-0.1733	14.6835	0.08118	11.486	12.193	12.629	12.868	13.245	13.507	13.905	14.684	15.514	15.982	16.309	16.807	17.141	17.792	18.977
649	-0.1733	14.6857	0.08118	11.488	12.195	12.631	12.87	13.247	13.509	13.907	14.686	15.516	15.985	16.311	16.81	17.143	17.794	18.979
650	-0.1733	14.688	0.08118	11.49	12.197	12.633	12.872	13.249	13.511	13.909	14.688	15.519	15.987	16.314	16.813	17.146	17.797	18.982
651	-0.1733	14.6902	0.08118	11.492	12.199	12.635	12.874	13.251	13.513	13.911	14.69	15.521	15.99	16.316	16.815	17.149	17.8	18.985
652	-0.1733	14.6925	0.08118	11.493	12.201	12.637	12.876	13.253	13.515	13.913	14.693	15.523	15.992	16.319	16.818	17.151	17.803	18.988
653	-0.1733	14.6948	0.08118	11.495	12.203	12.639	12.878	13.255	13.517	13.915	14.695	15.526	15.995	16.321	16.82	17.154	17.805	18.991
654	-0.1733	14.697	0.08118	11.497	12.205	12.641	12.879	13.257	13.519	13.917	14.697	15.528	15.997	16.324	16.823	17.157	17.808	18.994
655	-0.1733	14.6993	0.08118	11.499	12.207	12.643	12.882	13.259	13.521	13.92	14.699	15.531	15.999	16.326	16.826	17.159	17.811	18.997
656	-0.1733	14.7016	0.08118	11.501	12.208	12.645	12.884	13.261	13.523	13.922	14.702	15.533	16.002	16.329	16.828	17.162	17.814	19
657	-0.1733	14.7038	0.08118	11.502	12.21	12.647	12.885	13.263	13.525	13.924	14.704	15.535	16.004	16.331	16.831	17.165	17.816	19.003
658	-0.1733	14.7061	0.08118	11.504	12.212	12.649	12.887	13.265	13.528	13.926	14.706	15.538	16.007	16.334	16.833	17.167	17.819	19.006
659	-0.1733	14.7084	0.08118	11.506	12.214	12.651	12.889	13.267	13.53	13.928	14.708	15.54	16.009	16.337	16.836	17.17	17.822	19.009
