Age	L	M	S	P01	P1	P3	P5	P10	P15	P25	P50	P75	P85	P90	P95	P97	P99	P999
439	0.08	14.7195	0.07701	11.576	12.289	12.724	12.96	13.331	13.587	13.973	14.72	15.503	15.938	16.24	16.697	16.999	17.585	18.633
440	0.0794	14.7205	0.07701	11.577	12.29	12.725	12.961	13.332	13.588	13.974	14.721	15.504	15.94	16.241	16.698	17.001	17.586	18.634
441	0.0788	14.7216	0.07701	11.578	12.291	12.726	12.962	13.333	13.589	13.975	14.722	15.505	15.941	16.242	16.699	17.002	17.588	18.636
442	0.0782	14.7226	0.07701	11.579	12.292	12.727	12.963	13.334	13.59	13.976	14.723	15.506	15.942	16.244	16.7	17.003	17.589	18.637
443	0.0776	14.7236	0.07701	11.58	12.293	12.728	12.964	13.335	13.591	13.977	14.724	15.507	15.943	16.245	16.702	17.005	17.591	18.639
444	0.077	14.7247	0.07701	11.581	12.294	12.729	12.965	13.336	13.592	13.978	14.725	15.508	15.944	16.246	16.703	17.006	17.592	18.641
445	0.0764	14.7257	0.07701	11.582	12.295	12.73	12.966	13.337	13.593	13.979	14.726	15.509	15.945	16.247	16.704	17.007	17.594	18.642
446	0.0759	14.7268	0.07701	11.583	12.296	12.731	12.967	13.338	13.594	13.98	14.727	15.51	15.947	16.248	16.705	17.009	17.595	18.644
447	0.0753	14.7278	0.07702	11.583	12.297	12.732	12.967	13.339	13.595	13.981	14.728	15.512	15.948	16.25	16.707	17.01	17.597	18.646
448	0.0747	14.7289	0.07702	11.584	12.298	12.733	12.968	13.34	13.596	13.982	14.729	15.513	15.949	16.251	16.708	17.012	17.598	18.648
449	0.0741	14.73	0.07702	11.585	12.299	12.734	12.97	13.341	13.597	13.983	14.73	15.514	15.95	16.252	16.71	17.013	17.6	18.65
450	0.0735	14.731	0.07702	11.586	12.3	12.735	12.97	13.342	13.598	13.984	14.731	15.515	15.951	16.253	16.711	17.014	17.601	18.651
451	0.073	14.7321	0.07702	11.588	12.301	12.736	12.971	13.343	13.599	13.985	14.732	15.516	15.953	16.255	16.712	17.016	17.603	18.653
452	0.0724	14.7331	0.07702	11.588	12.302	12.737	12.972	13.344	13.6	13.986	14.733	15.517	15.954	16.256	16.713	17.017	17.604	18.654
453	0.0718	14.7342	0.07702	11.59	12.303	12.738	12.973	13.345	13.601	13.987	14.734	15.518	15.955	16.257	16.715	17.018	17.605	18.656
454	0.0712	14.7353	0.07703	11.59	12.304	12.738	12.974	13.346	13.602	13.988	14.735	15.52	15.956	16.259	16.716	17.02	17.607	18.658
455	0.0706	14.7364	0.07703	11.591	12.305	12.739	12.975	13.347	13.603	13.989	14.736	15.521	15.958	16.26	16.718	17.021	17.609	18.66
456	0.0701	14.7374	0.07703	11.592	12.306	12.74	12.976	13.347	13.604	13.99	14.737	15.522	15.959	16.261	16.719	17.022	17.61	18.662
457	0.0695	14.7385	0.07703	11.593	12.307	12.741	12.977	13.349	13.605	13.991	14.739	15.523	15.96	16.262	16.72	17.024	17.612	18.663
458	0.0689	14.7396	0.07703	11.594	12.308	12.742	12.978	13.35	13.606	13.992	14.74	15.524	15.961	16.263	16.721	17.025	17.613	18.665
459	0.0683	14.7407	0.07703	11.595	12.309	12.743	12.979	13.351	13.607	13.993	14.741	15.525	15.962	16.265	16.723	17.027	17.615	18.667
460	0.0678	14.7418	0.07703	11.597	12.31	12.744	12.98	13.352	13.608	13.994	14.742	15.527	15.964	16.266	16.724	17.028	17.616	18.668
461	0.0672	14.7429	0.07703	11.598	12.311	12.745	12.981	13.353	13.609	13.995	14.743	15.528	15.965	16.267	16.725	17.029	17.617	18.67
462	0.0666	14.7439	0.07704	11.598	12.311	12.746	12.982	13.353	13.61	13.996	14.744	15.529	15.966	16.269	16.727	17.031	17.619	18.672
463	0.0661	14.745	0.07704	11.599	12.312	12.747	12.983	13.354	13.611	13.997	14.745	15.53	15.967	16.27	16.728	17.032	17.621	18.674
464	0.0655	14.7461	0.07704	11.6	12.314	12.748	12.984	13.355	13.612	13.998	14.746	15.531	15.968	16.271	16.73	17.034	17.622	18.676
465	0.0649	14.7472	0.07704	11.601	12.315	12.749	12.985	13.357	13.613	13.999	14.747	15.532	15.97	16.272	16.731	17.035	17.624	18.677
466	0.0644	14.7483	0.07704	11.602	12.316	12.75	12.986	13.358	13.614	14	14.748	15.534	15.971	16.274	16.732	17.036	17.625	18.679
467	0.0638	14.7495	0.07704	11.604	12.317	12.751	12.987	13.359	13.615	14.001	14.75	15.535	15.972	16.275	16.734	17.038	17.627	18.681
468	0.0632	14.7506	0.07704	11.605	12.318	12.752	12.988	13.36	13.616	14.002	14.751	15.536	15.973	16.276	16.735	17.039	17.628	18.682
469	0.0627	14.7517	0.07704	11.606	12.319	12.753	12.989	13.361	13.617	14.004	14.752	15.537	15.975	16.278	16.736	17.041	17.63	18.684
470	0.0621	14.7528	0.07705	11.606	12.319	12.754	12.99	13.362	13.618	14.005	14.753	15.538	15.976	16.279	16.738	17.042	17.632	18.686
471	0.0615	14.7539	0.07705	11.607	12.321	12.755	12.991	13.363	13.619	14.006	14.754	15.54	15.977	16.28	16.739	17.044	17.633	18.688
472	0.061	14.755	0.07705	11.608	12.322	12.756	12.992	13.364	13.62	14.007	14.755	15.541	15.979	16.281	16.74	17.045	17.634	18.69
473	0.0604	14.7562	0.07705	11.61	12.323	12.757	12.993	13.365	13.621	14.008	14.756	15.542	15.98	16.283	16.742	17.047	17.636	18.692
474	0.0598	14.7573	0.07705	11.611	12.324	12.758	12.994	13.366	13.622	14.009	14.757	15.543	15.981	16.284	16.743	17.048	17.638	18.693
475	0.0593	14.7584	0.07705	11.612	12.325	12.759	12.995	13.367	13.623	14.01	14.758	15.544	15.982	16.285	16.745	17.049	17.639	18.695
476	0.0587	14.7596	0.07705	11.613	12.326	12.761	12.997	13.368	13.624	14.011	14.76	15.546	15.984	16.287	16.746	17.051	17.641	18.697
477	0.0582	14.7607	0.07705	11.614	12.327	12.762	12.998	13.369	13.625	14.012	14.761	15.547	15.985	16.288	16.747	17.052	17.642	18.698
478	0.0576	14.7618	0.07706	11.615	12.328	12.762	12.998	13.37	13.626	14.013	14.762	15.548	15.986	16.289	16.749	17.054	17.644	18.701
479	0.0571	14.763	0.07706	11.616	12.329	12.763	12.999	13.371	13.627	14.014	14.763	15.549	15.988	16.291	16.75	17.055	17.646	18.702
480	0.0565	14.7641	0.07706	11.617	12.33	12.765	13.001	13.372	13.628	14.015	14.764	15.551	15.989	16.292	16.752	17.057	17.647	18.704
481	0.0559	14.7653	0.07706	11.618	12.331	12.766	13.002	13.373	13.629	14.016	14.765	15.552	15.99	16.293	16.753	17.058	17.649	18.706
482	0.0554	14.7664	0.07706	11.619	12.332	12.767	13.003	13.374	13.63	14.017	14.766	15.553	15.991	16.295	16.754	17.06	17.65	18.708
483	0.0548	14.7676	0.07706	11.62	12.333	12.768	13.004	13.375	13.632	14.019	14.768	15.554	15.993	16.296	16.756	17.061	17.652	18.709
484	0.0543	14.7688	0.07706	11.621	12.334	12.769	13.005	13.376	13.633	14.02	14.769	15.556	15.994	16.297	16.757	17.063	17.653	18.711
485	0.0537	14.7699	0.07706	11.622	12.335	12.77	13.006	13.377	13.634	14.021	14.77	15.557	15.995	16.299	16.759	17.064	17.655	18.713
486	0.0532	14.7711	0.07707	11.623	12.336	12.771	13.007	13.378	13.635	14.022	14.771	15.558	15.997	16.3	16.76	17.066	17.657	18.715
487	0.0526	14.7723	0.07707	11.624	12.337	12.772	13.008	13.38	13.636	14.023	14.772	15.559	15.998	16.302	16.762	17.067	17.658	18.717
488	0.0521	14.7734	0.07707	11.625	12.338	12.773	13.009	13.381	13.637	14.024	14.773	15.561	15.999	16.303	16.763	17.069	17.66	18.719
489	0.0515	14.7746	0.07707	11.626	12.339	12.774	13.01	13.382	13.638	14.025	14.775	15.562	16.001	16.304	16.765	17.07	17.661	18.721
490	0.051	14.7758	0.07707	11.627	12.34	12.775	13.011	13.383	13.639	14.026	14.776	15.563	16.002	16.306	16.766	17.071	17.663	18.722
491	0.0504	14.777	0.07707	11.629	12.341	12.776	13.012	13.384	13.64	14.028	14.777	15.564	16.003	16.307	16.767	17.073	17.665	18.724
492	0.0499	14.7782	0.07707	11.63	12.343	12.777	13.013	13.385	13.641	14.029	14.778	15.566	16.005	16.308	16.769	17.074	17.666	18.726
493	0.0493	14.7794	0.07707	11.631	12.344	12.778	13.015	13.386	13.643	14.03	14.779	15.567	16.006	16.31	16.77	17.076	17.668	18.728
494	0.0488	14.7805	0.07707	11.632	12.345	12.779	13.016	13.387	13.644	14.031	14.781	15.568	16.007	16.311	16.772	17.077	17.669	18.729
495	0.0482	14.7817	0.07708	11.633	12.346	12.78	13.016	13.388	13.645	14.032	14.782	15.57	16.009	16.313	16.773	17.079	17.671	18.732
496	0.0477	14.7829	0.07708	11.634	12.347	12.781	13.018	13.389	13.646	14.033	14.783	15.571	16.01	16.314	16.775	17.081	17.673	18.734
497	0.0471	14.7842	0.07708	11.635	12.348	12.783	13.019	13.391	13.647	14.034	14.784	15.572	16.011	16.315	16.776	17.082	17.674	18.736
498	0.0466	14.7854	0.07708	11.636	12.349	12.784	13.02	13.392	13.648	14.035	14.785	15.573	16.013	16.317	16.778	17.084	17.676	18.737
499	0.0461	14.7866	0.07708	11.637	12.35	12.785	13.021	13.393	13.649	14.037	14.787	15.575	16.014	16.318	16.779	17.085	17.678	18.739
500	0.0455	14.7878	0.07708	11.638	12.351	12.786	13.022	13.394	13.65	14.038	14.788	15.576	16.015	16.32	16.781	17.087	17.679	18.741
501	0.045	14.789	0.07708	11.639	12.352	12.787	13.023	13.395	13.652	14.039	14.789	15.577	16.017	16.321	16.782	17.088	17.681	18.743
502	0.0444	14.7902	0.07708	11.641	12.353	12.788	13.024	13.396	13.653	14.04	14.79	15.579	16.018	16.322	16.783	17.09	17.682	18.745
503	0.0439	14.7914	0.07708	11.642	12.355	12.789	13.025	13.397	13.654	14.041	14.791	15.58	16.019	16.324	16.785	17.091	17.684	18.746
504	0.0434	14.7927	0.07709	11.643	12.355	12.79	13.026	13.398	13.655	14.042	14.793	15.581	16.021	16.325	16.787	17.093	17.686	18.749
505	0.0428	14.7939	0.07709	11.644	12.357	12.791	13.028	13.399	13.656	14.044	14.794	15.583	16.022	16.327	16.788	17.095	17.688	18.751
506	0.0423	14.7951	0.07709	11.645	12.358	12.793	13.029	13.401	13.657	14.045	14.795	15.584	16.024	16.328	16.79	17.096	17.689	18.753
507	0.0417	14.7964	0.07709	11.646	12.359	12.794	13.03	13.402	13.658	14.046	14.796	15.585	16.025	16.33	16.791	17.098	17.691	18.755
508	0.0412	14.7976	0.07709	11.647	12.36	12.795	13.031	13.403	13.659	14.047	14.798	15.587	16.026	16.331	16.793	17.099	17.693	18.756
509	0.0407	14.7989	0.07709	11.648	12.361	12.796	13.032	13.404	13.661	14.048	14.799	15.588	16.028	16.332	16.794	17.101	17.694	18.758
510	0.0401	14.8001	0.07709	11.649	12.362	12.797	13.033	13.405	13.662	14.049	14.8	15.589	16.029	16.334	16.796	17.102	17.696	18.76
511	0.0396	14.8013	0.07709	11.651	12.363	12.798	13.034	13.406	13.663	14.051	14.801	15.59	16.03	16.335	16.797	17.104	17.697	18.762
512	0.0391	14.8026	0.07709	11.652	12.365	12.799	13.036	13.408	13.664	14.052	14.803	15.592	16.032	16.337	16.799	17.105	17.699	18.764
513	0.0385	14.8039	0.0771	11.653	12.365	12.8	13.037	13.409	13.665	14.053	14.804	15.593	16.033	16.338	16.8	17.107	17.701	18.766
514	0.038	14.8051	0.0771	11.654	12.367	12.801	13.038	13.41	13.666	14.054	14.805	15.595	16.035	16.34	16.802	17.109	17.703	18.768
515	0.0375	14.8064	0.0771	11.655	12.368	12.803	13.039	13.411	13.668	14.055	14.806	15.596	16.036	16.341	16.803	17.11	17.705	18.77
516	0.0369	14.8076	0.0771	11.656	12.369	12.804	13.04	13.412	13.669	14.057	14.808	15.597	16.038	16.342	16.805	17.112	17.706	18.772
517	0.0364	14.8089	0.0771	11.657	12.37	12.805	13.041	13.413	13.67	14.058	14.809	15.599	16.039	16.344	16.806	17.113	17.708	18.774
518	0.0359	14.8102	0.0771	11.658	12.371	12.806	13.042	13.414	13.671	14.059	14.81	15.6	16.04	16.345	16.808	17.115	17.71	18.776
519	0.0353	14.8115	0.0771	11.66	12.372	12.807	13.044	13.416	13.672	14.06	14.812	15.601	16.042	16.347	16.809	17.117	17.711	18.778
520	0.0348	14.8127	0.0771	11.661	12.374	12.808	13.045	13.417	13.674	14.061	14.813	15.603	16.043	16.348	16.811	17.118	17.713	18.779
521	0.0343	14.814	0.0771	11.662	12.375	12.81	13.046	13.418	13.675	14.063	14.814	15.604	16.045	16.35	16.812	17.12	17.715	18.781
522	0.0338	14.8153	0.07711	11.663	12.376	12.811	13.047	13.419	13.676	14.064	14.815	15.606	16.046	16.351	16.814	17.121	17.717	18.784
523	0.0332	14.8166	0.07711	11.664	12.377	12.812	13.048	13.42	13.677	14.065	14.817	15.607	16.048	16.353	16.816	17.123	17.718	18.786
524	0.0327	14.8179	0.07711	11.665	12.378	12.813	13.049	13.421	13.678	14.066	14.818	15.608	16.049	16.354	16.817	17.125	17.72	18.788
525	0.0322	14.8192	0.07711	11.666	12.379	12.814	13.051	13.423	13.68	14.068	14.819	15.61	16.051	16.356	16.819	17.126	17.722	18.79
526	0.0317	14.8205	0.07711	11.668	12.38	12.815	13.052	13.424	13.681	14.069	14.821	15.611	16.052	16.357	16.82	17.128	17.723	18.791
527	0.0311	14.8218	0.07711	11.669	12.382	12.817	13.053	13.425	13.682	14.07	14.822	15.612	16.053	16.359	16.822	17.129	17.725	18.793
528	0.0306	14.8231	0.07711	11.67	12.383	12.818	13.054	13.426	13.683	14.071	14.823	15.614	16.055	16.36	16.823	17.131	17.727	18.795
529	0.0301	14.8244	0.07711	11.671	12.384	12.819	13.055	13.428	13.684	14.073	14.824	15.615	16.056	16.362	16.825	17.133	17.729	18.797
530	0.0296	14.8257	0.07711	11.672	12.385	12.82	13.057	13.429	13.686	14.074	14.826	15.617	16.058	16.363	16.827	17.134	17.73	18.799
531	0.0291	14.827	0.07711	11.674	12.386	12.821	13.058	13.43	13.687	14.075	14.827	15.618	16.059	16.365	16.828	17.136	17.732	18.801
532	0.0285	14.8283	0.07712	11.674	12.387	12.822	13.059	13.431	13.688	14.076	14.828	15.619	16.061	16.366	16.83	17.138	17.734	18.804
533	0.028	14.8296	0.07712	11.676	12.388	12.824	13.06	13.432	13.689	14.077	14.83	15.621	16.062	16.368	16.831	17.139	17.736	18.806
534	0.0275	14.8309	0.07712	11.677	12.39	12.825	13.061	13.433	13.69	14.079	14.831	15.622	16.064	16.369	16.833	17.141	17.737	18.807
535	0.027	14.8323	0.07712	11.678	12.391	12.826	13.062	13.435	13.692	14.08	14.832	15.624	16.065	16.371	16.835	17.143	17.739	18.81
536	0.0265	14.8336	0.07712	11.679	12.392	12.827	13.064	13.436	13.693	14.081	14.834	15.625	16.067	16.372	16.836	17.144	17.741	18.811
537	0.0259	14.8349	0.07712	11.681	12.393	12.828	13.065	13.437	13.694	14.082	14.835	15.626	16.068	16.374	16.838	17.146	17.743	18.813
538	0.0254	14.8362	0.07712	11.682	12.394	12.83	13.066	13.438	13.695	14.084	14.836	15.628	16.069	16.375	16.839	17.147	17.744	18.815
539	0.0249	14.8376	0.07712	11.683	12.396	12.831	13.067	13.44	13.697	14.085	14.838	15.629	16.071	16.377	16.841	17.149	17.746	18.817
540	0.0244	14.8389	0.07712	11.684	12.397	12.832	13.068	13.441	13.698	14.086	14.839	15.631	16.072	16.378	16.843	17.151	17.748	18.819
541	0.0239	14.8403	0.07713	11.685	12.398	12.833	13.07	13.442	13.699	14.088	14.84	15.632	16.074	16.38	16.844	17.153	17.75	18.822
542	0.0234	14.8416	0.07713	11.686	12.399	12.834	13.071	13.443	13.7	14.089	14.842	15.634	16.076	16.382	16.846	17.154	17.752	18.824
543	0.0228	14.843	0.07713	11.688	12.4	12.836	13.072	13.445	13.702	14.09	14.843	15.635	16.077	16.383	16.848	17.156	17.754	18.826
544	0.0223	14.8443	0.07713	11.689	12.402	12.837	13.073	13.446	13.703	14.091	14.844	15.637	16.079	16.385	16.849	17.158	17.755	18.828
545	0.0218	14.8457	0.07713	11.69	12.403	12.838	13.075	13.447	13.704	14.093	14.846	15.638	16.08	16.386	16.851	17.159	17.757	18.83
546	0.0213	14.847	0.07713	11.691	12.404	12.839	13.076	13.448	13.705	14.094	14.847	15.639	16.082	16.388	16.852	17.161	17.759	18.832
547	0.0208	14.8484	0.07713	11.693	12.405	12.841	13.077	13.45	13.707	14.095	14.848	15.641	16.083	16.389	16.854	17.163	17.761	18.834
548	0.0203	14.8497	0.07713	11.694	12.407	12.842	13.078	13.451	13.708	14.097	14.85	15.642	16.084	16.391	16.856	17.164	17.762	18.836
549	0.0198	14.8511	0.07713	11.695	12.408	12.843	13.08	13.452	13.709	14.098	14.851	15.644	16.086	16.392	16.857	17.166	17.764	18.838
550	0.0193	14.8525	0.07714	11.696	12.409	12.844	13.081	13.453	13.71	14.099	14.853	15.645	16.088	16.394	16.859	17.168	17.766	18.84
551	0.0188	14.8539	0.07714	11.697	12.41	12.845	13.082	13.454	13.712	14.1	14.854	15.647	16.089	16.396	16.861	17.17	17.768	18.842
552	0.0183	14.8552	0.07714	11.698	12.411	12.847	13.083	13.456	13.713	14.102	14.855	15.648	16.091	16.397	16.862	17.171	17.77	18.844
553	0.0177	14.8566	0.07714	11.7	12.413	12.848	13.084	13.457	13.714	14.103	14.857	15.65	16.092	16.399	16.864	17.173	17.772	18.846
554	0.0172	14.858	0.07714	11.701	12.414	12.849	13.086	13.458	13.716	14.104	14.858	15.651	16.094	16.401	16.866	17.175	17.774	18.848
555	0.0167	14.8594	0.07714	11.702	12.415	12.85	13.087	13.46	13.717	14.106	14.859	15.653	16.095	16.402	16.867	17.176	17.775	18.851
556	0.0162	14.8608	0.07714	11.703	12.416	12.852	13.088	13.461	13.718	14.107	14.861	15.654	16.097	16.404	16.869	17.178	17.777	18.853
557	0.0157	14.8622	0.07714	11.705	12.418	12.853	13.09	13.462	13.72	14.108	14.862	15.656	16.098	16.405	16.871	17.18	17.779	18.855
558	0.0152	14.8635	0.07714	11.706	12.419	12.854	13.091	13.463	13.721	14.11	14.864	15.657	16.1	16.407	16.872	17.181	17.781	18.857
559	0.0147	14.8649	0.07714	11.707	12.42	12.855	13.092	13.465	13.722	14.111	14.865	15.658	16.101	16.408	16.874	17.183	17.783	18.859
560	0.0142	14.8663	0.07715	11.708	12.421	12.856	13.093	13.466	13.723	14.112	14.866	15.66	16.103	16.41	16.876	17.185	17.785	18.861
561	0.0137	14.8677	0.07715	11.709	12.422	12.858	13.094	13.467	13.725	14.114	14.868	15.662	16.105	16.412	16.877	17.187	17.787	18.863
562	0.0132	14.8692	0.07715	11.711	12.424	12.859	13.096	13.469	13.726	14.115	14.869	15.663	16.106	16.413	16.879	17.189	17.789	18.865
563	0.0127	14.8706	0.07715	11.712	12.425	12.86	13.097	13.47	13.727	14.116	14.871	15.665	16.108	16.415	16.881	17.19	17.79	18.867
564	0.0122	14.872	0.07715	11.713	12.426	12.862	13.098	13.471	13.729	14.118	14.872	15.666	16.109	16.417	16.883	17.192	17.792	18.869
565	0.0117	14.8734	0.07715	11.715	12.427	12.863	13.1	13.472	13.73	14.119	14.873	15.668	16.111	16.418	16.884	17.194	17.794	18.872
566	0.0112	14.8748	0.07715	11.716	12.429	12.864	13.101	13.474	13.731	14.12	14.875	15.669	16.112	16.42	16.886	17.196	17.796	18.874
567	0.0107	14.8762	0.07715	11.717	12.43	12.865	13.102	13.475	13.733	14.122	14.876	15.671	16.114	16.421	16.888	17.197	17.798	18.876
568	0.0102	14.8777	0.07716	11.718	12.431	12.867	13.103	13.476	13.734	14.123	14.878	15.672	16.116	16.423	16.89	17.199	17.8	18.878
569	0.0097	14.8791	0.07716	11.719	12.432	12.868	13.105	13.478	13.735	14.124	14.879	15.674	16.117	16.425	16.891	17.201	17.802	18.88
570	0.0092	14.8805	0.07716	11.721	12.434	12.869	13.106	13.479	13.736	14.126	14.881	15.675	16.119	16.426	16.893	17.203	17.804	18.882
571	0.0087	14.882	0.07716	11.722	12.435	12.871	13.107	13.48	13.738	14.127	14.882	15.677	16.121	16.428	16.895	17.205	17.806	18.885
572	0.0082	14.8834	0.07716	11.723	12.436	12.872	13.109	13.482	13.739	14.128	14.883	15.678	16.122	16.43	16.896	17.206	17.807	18.887
573	0.0077	14.8848	0.07716	11.724	12.437	12.873	13.11	13.483	13.74	14.13	14.885	15.68	16.124	16.431	16.898	17.208	17.809	18.889
574	0.0072	14.8863	0.07716	11.726	12.439	12.874	13.111	13.484	13.742	14.131	14.886	15.681	16.125	16.433	16.9	17.21	17.811	18.891
575	0.0067	14.8877	0.07716	11.727	12.44	12.876	13.112	13.486	13.743	14.133	14.888	15.683	16.127	16.435	16.901	17.212	17.813	18.893
576	0.0062	14.8892	0.07716	11.728	12.441	12.877	13.114	13.487	13.745	14.134	14.889	15.684	16.128	16.436	16.903	17.213	17.815	18.895
577	0.0057	14.8906	0.07717	11.729	12.442	12.878	13.115	13.488	13.746	14.135	14.891	15.686	16.13	16.438	16.905	17.216	17.817	18.898
578	0.0052	14.8921	0.07717	11.731	12.444	12.879	13.116	13.489	13.747	14.137	14.892	15.688	16.132	16.44	16.907	17.217	17.819	18.9
579	0.0047	14.8936	0.07717	11.732	12.445	12.881	13.118	13.491	13.749	14.138	14.894	15.689	16.134	16.441	16.909	17.219	17.821	18.902
580	0.0043	14.895	0.07717	11.733	12.446	12.882	13.119	13.492	13.75	14.139	14.895	15.691	16.135	16.443	16.91	17.221	17.823	18.904
581	0.0038	14.8965	0.07717	11.735	12.448	12.883	13.12	13.494	13.751	14.141	14.897	15.692	16.137	16.445	16.912	17.223	17.825	18.906
582	0.0033	14.898	0.07717	11.736	12.449	12.885	13.122	13.495	13.753	14.142	14.898	15.694	16.138	16.446	16.914	17.225	17.827	18.908
583	0.0028	14.8995	0.07717	11.737	12.45	12.886	13.123	13.496	13.754	14.144	14.9	15.696	16.14	16.448	16.916	17.226	17.829	18.911
584	0.0023	14.9009	0.07717	11.739	12.452	12.887	13.124	13.498	13.755	14.145	14.901	15.697	16.142	16.45	16.917	17.228	17.83	18.913
585	0.0018	14.9024	0.07718	11.74	12.453	12.889	13.126	13.499	13.757	14.146	14.902	15.699	16.143	16.452	16.919	17.23	17.833	18.915
586	0.0013	14.9039	0.07718	11.741	12.454	12.89	13.127	13.5	13.758	14.148	14.904	15.7	16.145	16.453	16.921	17.232	17.835	18.918
587	0.0008	14.9054	0.07718	11.742	12.456	12.891	13.128	13.502	13.759	14.149	14.905	15.702	16.147	16.455	16.923	17.234	17.837	18.92
588	0.0003	14.9069	0.07718	11.744	12.457	12.893	13.13	13.503	13.761	14.151	14.907	15.703	16.148	16.457	16.925	17.236	17.839	18.922
589	-0.0001	14.9084	0.07718	11.745	12.458	12.894	13.131	13.504	13.762	14.152	14.908	15.705	16.15	16.458	16.926	17.237	17.841	18.924
590	-0.0006	14.9099	0.07718	11.746	12.46	12.895	13.132	13.506	13.764	14.154	14.91	15.707	16.152	16.46	16.928	17.239	17.842	18.926
591	-0.0011	14.9114	0.07718	11.748	12.461	12.897	13.134	13.507	13.765	14.155	14.911	15.708	16.153	16.462	16.93	17.241	17.844	18.928
592	-0.0016	14.9129	0.07718	11.749	12.462	12.898	13.135	13.509	13.767	14.156	14.913	15.71	16.155	16.463	16.932	17.243	17.846	18.931
593	-0.0021	14.9144	0.07718	11.75	12.464	12.9	13.136	13.51	13.768	14.158	14.914	15.711	16.157	16.465	16.934	17.245	17.848	18.933
594	-0.0026	14.916	0.07719	11.751	12.465	12.901	13.138	13.511	13.769	14.159	14.916	15.713	16.158	16.467	16.936	17.247	17.851	18.936
595	-0.0031	14.9175	0.07719	11.753	12.466	12.902	13.139	13.513	13.771	14.161	14.918	15.715	16.16	16.469	16.937	17.249	17.853	18.938
596	-0.0035	14.919	0.07719	11.754	12.467	12.903	13.14	13.514	13.772	14.162	14.919	15.716	16.162	16.471	16.939	17.251	17.855	18.94
597	-0.004	14.9205	0.07719	11.755	12.469	12.905	13.142	13.515	13.774	14.164	14.921	15.718	16.163	16.472	16.941	17.252	17.857	18.942
598	-0.0045	14.9221	0.07719	11.757	12.47	12.906	13.143	13.517	13.775	14.165	14.922	15.72	16.165	16.474	16.943	17.254	17.859	18.944
599	-0.005	14.9236	0.07719	11.758	12.472	12.908	13.145	13.518	13.776	14.167	14.924	15.721	16.167	16.476	16.945	17.256	17.861	18.947
600	-0.0055	14.9251	0.07719	11.76	12.473	12.909	13.146	13.52	13.778	14.168	14.925	15.723	16.168	16.477	16.946	17.258	17.863	18.949
601	-0.006	14.9267	0.0772	11.761	12.474	12.91	13.147	13.521	13.779	14.169	14.927	15.725	16.17	16.479	16.949	17.26	17.865	18.952
602	-0.0064	14.9282	0.0772	11.762	12.475	12.912	13.149	13.522	13.781	14.171	14.928	15.726	16.172	16.481	16.95	17.262	17.867	18.954
603	-0.0069	14.9298	0.0772	11.763	12.477	12.913	13.15	13.524	13.782	14.172	14.93	15.728	16.174	16.483	16.952	17.264	17.869	18.956
604	-0.0074	14.9313	0.0772	11.765	12.478	12.914	13.152	13.525	13.783	14.174	14.931	15.73	16.175	16.485	16.954	17.266	17.871	18.958
605	-0.0079	14.9329	0.0772	11.766	12.48	12.916	13.153	13.527	13.785	14.175	14.933	15.731	16.177	16.486	16.956	17.268	17.873	18.96
606	-0.0083	14.9345	0.0772	11.768	12.481	12.917	13.154	13.528	13.786	14.177	14.935	15.733	16.179	16.488	16.958	17.27	17.875	18.963
607	-0.0088	14.936	0.0772	11.769	12.482	12.919	13.156	13.53	13.788	14.178	14.936	15.735	16.181	16.49	16.959	17.272	17.877	18.965
608	-0.0093	14.9376	0.0772	11.77	12.484	12.92	13.157	13.531	13.789	14.18	14.938	15.736	16.182	16.492	16.961	17.274	17.879	18.967
609	-0.0098	14.9392	0.07721	11.771	12.485	12.921	13.159	13.532	13.791	14.181	14.939	15.738	16.184	16.494	16.964	17.276	17.881	18.97
610	-0.0103	14.9407	0.07721	11.773	12.486	12.923	13.16	13.534	13.792	14.183	14.941	15.74	16.186	16.496	16.965	17.278	17.883	18.972
611	-0.0107	14.9423	0.07721	11.774	12.488	12.924	13.161	13.535	13.794	14.184	14.942	15.741	16.188	16.497	16.967	17.28	17.885	18.975
612	-0.0112	14.9439	0.07721	11.776	12.489	12.926	13.163	13.537	13.795	14.186	14.944	15.743	16.189	16.499	16.969	17.282	17.887	18.977
613	-0.0117	14.9455	0.07721	11.777	12.491	12.927	13.164	13.538	13.797	14.187	14.946	15.745	16.191	16.501	16.971	17.283	17.89	18.979
614	-0.0122	14.9471	0.07721	11.778	12.492	12.928	13.166	13.54	13.798	14.189	14.947	15.746	16.193	16.503	16.973	17.285	17.892	18.981
615	-0.0126	14.9487	0.07721	11.78	12.494	12.93	13.167	13.541	13.8	14.19	14.949	15.748	16.195	16.505	16.975	17.287	17.894	18.984
616	-0.0131	14.9503	0.07722	11.781	12.495	12.931	13.168	13.543	13.801	14.192	14.95	15.75	16.197	16.507	16.977	17.29	17.896	18.987
617	-0.0136	14.9519	0.07722	11.782	12.496	12.933	13.17	13.544	13.802	14.193	14.952	15.752	16.198	16.508	16.979	17.292	17.898	18.989
618	-0.014	14.9535	0.07722	11.784	12.498	12.934	13.171	13.545	13.804	14.195	14.954	15.753	16.2	16.51	16.981	17.293	17.9	18.991
619	-0.0145	14.9551	0.07722	11.785	12.499	12.935	13.173	13.547	13.805	14.196	14.955	15.755	16.202	16.512	16.983	17.295	17.902	18.993
